date,year,month,das_dollar,ifem_dollar,bdc_dollar,pounds,euro,cfafr,allitems_year_on,allitems_average,food_year_on,food_average,allitemslessfrmprodyearon,allitemslessfrmprodaverage,allitemslessfrmprodandenergyyearon,allitemslessfrmprodandenergyavg,selected_rate,exchange_series_used,selected_rate_log,imputed,selected_rate_imputed,pre_series_start,cpi_monthly,cpi_growth,cpi_index
1990-01-01,1990,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-02-01,1990,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-03-01,1990,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-04-01,1990,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-05-01,1990,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-06-01,1990,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-07-01,1990,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-08-01,1990,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-09-01,1990,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-10-01,1990,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-11-01,1990,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1990-12-01,1990,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-01-01,1991,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-02-01,1991,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-03-01,1991,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-04-01,1991,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-05-01,1991,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-06-01,1991,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-07-01,1991,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-08-01,1991,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-09-01,1991,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-10-01,1991,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-11-01,1991,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1991-12-01,1991,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-01-01,1992,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-02-01,1992,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-03-01,1992,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-04-01,1992,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-05-01,1992,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-06-01,1992,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-07-01,1992,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-08-01,1992,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-09-01,1992,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-10-01,1992,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-11-01,1992,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1992-12-01,1992,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-01-01,1993,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-02-01,1993,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-03-01,1993,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-04-01,1993,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-05-01,1993,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-06-01,1993,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-07-01,1993,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-08-01,1993,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-09-01,1993,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-10-01,1993,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-11-01,1993,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1993-12-01,1993,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-01-01,1994,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-02-01,1994,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-03-01,1994,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-04-01,1994,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-05-01,1994,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-06-01,1994,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-07-01,1994,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-08-01,1994,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-09-01,1994,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-10-01,1994,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-11-01,1994,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1994-12-01,1994,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-01-01,1995,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-02-01,1995,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-03-01,1995,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-04-01,1995,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-05-01,1995,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-06-01,1995,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-07-01,1995,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-08-01,1995,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-09-01,1995,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-10-01,1995,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-11-01,1995,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1995-12-01,1995,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-01-01,1996,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-02-01,1996,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-03-01,1996,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-04-01,1996,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-05-01,1996,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-06-01,1996,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-07-01,1996,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-08-01,1996,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-09-01,1996,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-10-01,1996,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-11-01,1996,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1996-12-01,1996,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-01-01,1997,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-02-01,1997,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-03-01,1997,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-04-01,1997,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-05-01,1997,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-06-01,1997,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-07-01,1997,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-08-01,1997,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-09-01,1997,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-10-01,1997,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-11-01,1997,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1997-12-01,1997,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-01-01,1998,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-02-01,1998,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-03-01,1998,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-04-01,1998,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-05-01,1998,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-06-01,1998,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-07-01,1998,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-08-01,1998,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-09-01,1998,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-10-01,1998,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-11-01,1998,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1998-12-01,1998,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-01-01,1999,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-02-01,1999,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-03-01,1999,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-04-01,1999,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-05-01,1999,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-06-01,1999,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-07-01,1999,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-08-01,1999,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-09-01,1999,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-10-01,1999,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-11-01,1999,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
1999-12-01,1999,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-01-01,2000,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-02-01,2000,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-03-01,2000,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-04-01,2000,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-05-01,2000,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-06-01,2000,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-07-01,2000,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-08-01,2000,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-09-01,2000,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-10-01,2000,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-11-01,2000,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2000-12-01,2000,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-01-01,2001,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-02-01,2001,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-03-01,2001,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-04-01,2001,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-05-01,2001,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-06-01,2001,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-07-01,2001,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-08-01,2001,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-09-01,2001,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-10-01,2001,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-11-01,2001,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2001-12-01,2001,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-01-01,2002,1,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-02-01,2002,2,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-03-01,2002,3,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-04-01,2002,4,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-05-01,2002,5,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-06-01,2002,6,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-07-01,2002,7,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-08-01,2002,8,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-09-01,2002,9,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-10-01,2002,10,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-11-01,2002,11,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2002-12-01,2002,12,,,,,,,,,,,,,,,,,,False,,True,,,0.0
2003-01-01,2003,1,,,,,,,10.6,12.3,7.5,11.6,16.1,13.4,13.6,8.6,,,,False,,True,12.3,,0.0
2003-02-01,2003,2,,,,,,,7.3,11.4,3.5,9.7,14.2,14.3,12.1,8.9,,,,False,,True,11.4,-0.07317073170731714,0.0
2003-03-01,2003,3,,,,,,,5.9,10.5,0.1,7.9,15.4,15.0,13.9,9.4,,,,False,,True,10.5,-0.07894736842105265,0.0
2003-04-01,2003,4,,,,,,,8.3,10.1,3.3,6.9,16.9,15.6,17.6,10.4,,,,False,,True,10.1,-0.03809523809523818,0.0
2003-05-01,2003,5,,,,,,,8.7,10.0,3.3,6.3,17.6,16.3,15.5,11.3,,,,False,,True,10.0,-0.00990099009900991,0.0
2003-06-01,2003,6,,,,,,,14.0,10.1,6.2,6.0,22.2,16.6,17.7,12.3,,,,False,,True,10.1,0.010000000000000009,0.0
2003-07-01,2003,7,,,,,,,12.9,10.0,0.1,4.7,41.2,19.0,22.0,13.8,,,,False,,True,10.0,-0.00990099009900991,0.0
2003-08-01,2003,8,,,,,,,12.4,10.0,0.9,3.9,30.9,20.5,19.9,14.9,,,,False,,True,10.0,0.0,0.0
2003-09-01,2003,9,,,,,,,18.4,10.7,6.2,4.0,36.3,22.2,22.5,15.8,,,,False,,True,10.7,0.06999999999999984,0.0
2003-10-01,2003,10,,,,,,,23.6,12.3,13.2,5.0,40.7,24.6,27.8,17.4,,,,False,,True,12.3,0.14953271028037407,0.0
2003-11-01,2003,11,,,,,,,21.3,13.0,12.4,5.4,35.7,26.0,27.8,18.9,,,,False,,True,13.0,0.05691056910569103,0.0
2003-12-01,2003,12,,,,,,,23.8,14.0,15.4,6.0,34.8,27.2,25.0,19.8,,,,False,,True,14.0,0.07692307692307687,0.0
2004-01-01,2004,1,136.08,137.76,147.65,247.93,171.67,0.16,22.4,15.0,11.9,6.3,38.0,29.0,26.3,20.9,137.76,ifem_dollar,4.92551304067942,False,,False,15.0,0.0714285714285714,0.0
2004-02-01,2004,2,135.16,136.44,142.95,252.78,171.09,0.2,24.8,16.5,14.5,7.2,41.1,31.2,26.4,22.0,136.44,ifem_dollar,4.915884957550445,False,,False,16.5,0.10000000000000009,0.0
2004-03-01,2004,3,134.47,134.8,139.92,245.47,164.88,0.25,22.5,17.8,15.6,8.5,32.6,32.6,27.4,23.2,134.8,ifem_dollar,4.9037921984782065,False,,False,17.8,0.07878787878787885,0.0
2004-04-01,2004,4,133.51,137.23,138.85,240.26,159.87,0.24,17.5,18.5,14.4,9.4,22.5,32.9,15.4,22.9,137.23,ifem_dollar,4.921658350281541,False,,False,18.5,0.0393258426966292,0.0
2004-05-01,2004,5,133.01,134.81,139.64,237.8,159.75,0.24,19.8,19.4,18.1,10.6,23.4,33.2,17.5,23.0,134.81,ifem_dollar,4.903866379702973,False,,False,19.4,0.048648648648648596,0.0
2004-06-01,2004,6,132.75,133.54,140.0,242.54,161.53,0.24,14.1,19.4,14.5,11.3,14.7,32.3,14.5,22.6,133.54,ifem_dollar,4.894401058429723,False,,False,19.4,0.0,0.0
2004-07-01,2004,7,132.8,134.39,139.84,244.54,162.85,0.25,10.7,19.1,12.2,12.4,5.8,29.0,10.8,21.6,134.39,ifem_dollar,4.900746020558973,False,,False,19.1,-0.01546391752577303,0.0
2004-08-01,2004,8,132.83,133.23,140.33,241.61,161.66,0.25,13.0,19.1,16.3,13.7,9.1,26.9,11.4,20.8,133.23,ifem_dollar,4.892076957972121,False,,False,19.1,0.0,0.0
2004-09-01,2004,9,132.84,133.77,141.08,237.92,162.06,0.25,9.1,18.2,14.6,14.4,3.6,23.9,6.6,19.3,133.77,ifem_dollar,4.896121907307495,False,,False,18.2,-0.047120418848167644,0.0
2004-10-01,2004,10,132.86,133.76,140.54,240.05,165.91,0.25,10.7,17.1,15.4,14.6,3.4,20.7,6.4,17.5,133.76,ifem_dollar,4.8960471493363915,False,,False,17.1,-0.060439560439560336,0.0
2004-11-01,2004,11,132.87,133.15,140.69,247.14,172.67,0.26,10.0,16.1,15.1,14.8,3.2,17.9,4.6,15.5,133.15,ifem_dollar,4.891476312259941,False,,False,16.1,-0.05847953216374269,0.0
2004-12-01,2004,12,132.86,133.14,138.71,256.48,177.95,0.27,10.0,15.0,12.1,14.5,5.9,15.5,-1.8,13.1,133.14,ifem_dollar,4.891401206172557,False,,False,15.0,-0.06832298136645976,0.0
2005-01-01,2005,1,132.86,133.11,139.8,249.54,174.13,0.27,9.8,14.0,15.1,14.8,2.0,12.6,1.2,11.0,133.11,ifem_dollar,4.891175854058928,False,,False,14.0,-0.06666666666666665,0.0
2005-02-01,2005,2,132.85,133.15,139.93,250.51,173.05,0.26,10.9,12.9,18.7,15.2,-0.4,9.4,3.2,9.2,133.15,ifem_dollar,4.891476312259941,False,,False,12.9,-0.07857142857142851,0.0
2005-03-01,2005,3,132.85,133.09,139.73,254.4,176.26,0.27,16.3,12.5,25.0,16.0,3.6,7.3,0.7,7.1,133.09,ifem_dollar,4.891025591098464,False,,False,12.5,-0.03100775193798455,0.0
2005-04-01,2005,4,132.85,133.06,141.77,251.48,171.8,0.26,17.9,12.6,20.3,16.5,13.8,6.8,14.2,7.0,133.06,ifem_dollar,4.890800154313742,False,,False,12.6,0.008000000000000007,0.0
2005-05-01,2005,5,132.82,133.37,141.21,246.4,168.52,0.26,16.8,12.5,15.7,16.3,16.6,6.5,15.2,7.0,133.37,ifem_dollar,4.8931272206343035,False,,False,12.5,-0.007936507936507908,0.0
2005-06-01,2005,6,132.87,134.35,141.85,241.77,161.67,0.25,18.6,12.9,18.0,16.6,16.2,6.7,17.8,7.3,134.35,ifem_dollar,4.9004483350615,False,,False,12.9,0.03200000000000003,0.0
2005-07-01,2005,7,132.87,135.35,143.94,232.38,160.0,0.24,26.1,14.2,35.7,18.6,10.7,7.1,16.9,7.9,135.35,ifem_dollar,4.90786401606031,False,,False,14.2,0.10077519379844957,0.0
2005-08-01,2005,8,133.23,135.94,145.82,237.55,162.81,0.25,28.2,15.5,38.5,20.5,12.1,7.4,13.1,8.1,135.94,ifem_dollar,4.912213611918492,False,,False,15.5,0.09154929577464799,0.0
2005-09-01,2005,9,130.81,132.55,145.8,234.2,158.66,0.24,24.3,16.8,29.5,21.8,14.6,8.3,14.7,8.7,132.55,ifem_dollar,4.886959932735035,False,,False,16.8,0.08387096774193559,0.0
2005-10-01,2005,10,130.84,131.09,144.99,228.38,155.75,0.24,18.6,17.4,24.6,22.5,9.4,8.8,13.3,9.3,131.09,ifem_dollar,4.875884110209718,False,,False,17.4,0.03571428571428559,0.0
2005-11-01,2005,11,130.63,130.8,143.94,214.58,144.97,0.23,15.1,17.8,19.7,22.9,6.8,9.1,7.7,9.6,130.8,ifem_dollar,4.873669439023098,False,,False,17.8,0.02298850574712663,0.0
2005-12-01,2005,12,130.29,130.08,141.93,225.33,153.07,0.23,11.6,17.9,15.5,23.1,2.4,8.8,9.1,10.5,130.08,ifem_dollar,4.868149645799501,False,,False,17.9,0.00561797752808979,0.0
2006-01-01,2006,1,130.29,129.93,144.09,227.93,156.43,0.24,10.7,17.9,14.7,22.9,4.3,9.0,11.7,11.4,129.93,ifem_dollar,4.866995843894645,False,,False,17.9,0.0,0.0
2006-02-01,2006,2,129.59,129.33,145.47,224.4,153.31,0.23,10.8,17.8,10.5,22.1,11.1,10.0,11.9,12.1,129.33,ifem_dollar,4.862367277427153,False,,False,17.8,-0.005586592178770777,0.0
2006-03-01,2006,3,128.7,128.68,148.46,222.72,153.18,0.23,12.0,17.4,9.3,20.7,16.3,11.1,11.8,13.1,128.68,ifem_dollar,4.857328702370825,False,,False,17.4,-0.022471910112359716,0.0
2006-04-01,2006,4,128.47,128.58,147.85,224.89,156.24,0.24,12.6,16.9,9.6,19.8,16.6,11.3,11.5,12.8,128.58,ifem_dollar,4.856551278713541,False,,False,16.9,-0.028735632183908066,0.0
2006-05-01,2006,5,128.45,128.57,142.33,237.23,162.31,0.25,10.5,16.4,8.6,19.1,14.5,11.2,13.5,12.7,128.57,ifem_dollar,4.856473503096157,False,,False,16.4,-0.029585798816568087,0.0
2006-06-01,2006,6,128.45,128.5,136.82,234.41,160.95,0.24,8.5,15.5,6.2,18.0,13.6,11.0,14.0,12.4,128.5,ifem_dollar,4.855928904335275,False,,False,15.5,-0.05487804878048774,0.0
2006-07-01,2006,7,128.38,128.43,130.12,234.47,161.29,0.24,3.0,13.5,-3.7,14.5,13.6,11.3,15.2,12.3,128.43,ifem_dollar,4.855384008824965,False,,False,13.5,-0.12903225806451613,0.0
2006-08-01,2006,8,128.33,128.43,130.46,240.73,162.9,0.25,3.7,11.4,-2.3,11.0,14.5,11.5,11.9,12.2,128.43,ifem_dollar,4.855384008824965,False,,False,11.4,-0.15555555555555556,0.0
2006-09-01,2006,9,128.29,128.39,130.21,238.67,161.56,0.25,6.3,10.0,4.3,9.0,10.6,11.2,11.0,11.9,128.39,ifem_dollar,4.855072506602992,False,,False,10.0,-0.1228070175438597,0.0
2006-10-01,2006,10,128.28,128.42,130.3,238.67,161.56,0.25,6.1,9.0,4.7,7.5,9.0,11.1,13.1,11.9,128.42,ifem_dollar,4.855306142365902,False,,False,9.0,-0.09999999999999998,0.0
2006-11-01,2006,11,128.29,128.42,129.82,242.67,155.1,0.25,7.8,8.5,5.4,6.4,12.1,11.6,18.3,12.8,128.42,ifem_dollar,4.855306142365902,False,,False,8.5,-0.05555555555555558,0.0
2006-12-01,2006,12,128.29,128.39,129.32,249.37,167.82,0.24,8.5,8.2,3.9,5.6,17.3,12.8,22.6,13.9,128.39,ifem_dollar,4.855072506602992,False,,False,8.2,-0.03529411764705892,0.0
2007-01-01,2007,1,128.28,128.37,130.07,248.89,164.87,0.25,8.0,8.0,-0.1,4.4,19.3,14.0,13.2,14.0,128.37,ifem_dollar,4.854916719096835,False,,False,8.0,-0.024390243902438935,0.0
2007-02-01,2007,2,128.27,128.33,130.0,248.55,166.0,0.24,7.1,7.7,3.3,3.9,11.0,14.0,9.0,13.7,128.33,ifem_dollar,4.85460507125637,False,,False,7.7,-0.03749999999999998,0.0
2007-03-01,2007,3,128.15,128.25,129.34,247.08,168.02,0.25,5.2,7.2,1.7,3.3,8.9,13.4,10.2,13.6,128.25,ifem_dollar,4.853981484050879,False,,False,7.2,-0.06493506493506496,0.0
2007-04-01,2007,4,127.98,128.25,129.0,252.28,171.45,0.26,4.2,6.5,2.1,2.7,5.4,12.4,6.5,13.1,128.25,ifem_dollar,4.853981484050879,False,,False,6.5,-0.09722222222222221,0.0
2007-05-01,2007,5,127.56,127.62,129.16,237.23,162.31,0.25,4.6,6.0,2.4,2.2,4.6,11.5,2.7,12.1,127.62,ifem_dollar,4.849057098440201,False,,False,6.0,-0.07692307692307687,0.0
